user_id,course_id,interaction,score
7,559,1,0.1
8,2675,1,0.4976
8,1921,1,0.5179
8,2641,1,0.5035
8,2074,1,0.5134
8,74,1,0.4799
8,3383,1,0.5195
8,3331,1,0.5259
8,2232,1,0.5104
8,988,1,0.5179
8,3210,1,0.5219
8,501,1,0.5054
8,2605,1,0.5235
8,1415,1,0.5264
8,3016,1,0.1
8,2830,1,0.1
8,1209,1,0.1
8,523,1,0.1
9,3407,1,0.5125
9,1238,1,0.6076
9,3001,1,0.5125
9,3174,1,0.5205
9,769,1,0.5335
9,2718,1,0.503
9,175,1,0.6049
9,2500,1,0.566
9,861,1,0.5415
9,1375,1,0.553
9,1450,1,0.591
9,1698,1,0.5285
9,3098,1,0.5244
9,577,1,0.1
9,1360,1,0.1
9,3062,1,0.1
9,319,1,0.1
10,2369,1,0.5467
10,1961,1,0.5469
10,343,1,0.5591
10,1879,1,0.5342
10,977,1,0.5777
10,559,1,0.5303
10,2354,1,0.5333
10,1932,1,0.5269
10,2006,1,0.5263
10,3039,1,0.5418
10,2671,1,0.6583
10,1197,1,0.5547
10,2941,1,0.5591
10,3241,1,0.5719
10,2850,1,0.1
10,277,1,0.1
10,1439,1,0.1
10,1054,1,0.1
11,1686,1,0.5262
11,1767,1,0.5797
11,444,1,0.563
11,429,1,0.5297
11,942,1,0.5297
11,659,1,0.5297
11,123,1,0.5391
11,2802,1,0.5294
11,1741,1,0.5297
11,1646,1,0.5292
11,36,1,0.5382
11,1735,1,0.5294
11,2247,1,0.1
11,1543,1,0.1
11,417,1,0.1
11,3406,1,0.1
12,3313,1,0.4282
12,1387,1,0.4298
12,3071,1,0.4237
12,2470,1,0.4378
12,567,1,0.4237
12,2945,1,0.4237
12,362,1,0.4416
12,1154,1,0.4298
12,2957,1,0.4691
12,554,1,0.4199
12,519,1,0.4298
12,191,1,0.4357
12,2996,1,0.4207
12,466,1,0.4237
12,696,1,0.4322
12,2004,1,0.4282
12,2396,1,0.4242
12,3013,1,0.1
12,308,1,0.1
12,2250,1,0.1
12,383,1,0.1
12,1393,1,0.1
13,1244,1,0.4835
13,951,1,0.5383
13,1040,1,0.4835
13,643,1,0.5048
13,2155,1,0.4835
13,2112,1,0.4835
13,2266,1,0.5255
13,1316,1,0.4835
13,1668,1,0.4835
13,1516,1,0.5133
13,1102,1,0.4835
13,2505,1,0.4887
13,296,1,0.4835
13,2955,1,0.4875
13,451,1,0.4835
13,669,1,0.4835
13,1306,1,0.5126
13,77,1,0.5103
13,842,1,0.4838
13,979,1,0.1
13,394,1,0.1
13,204,1,0.1
13,1622,1,0.1
13,2358,1,0.1
14,308,1,0.4918
14,1072,1,0.5033
14,2302,1,0.5089
14,909,1,0.495
14,128,1,0.5287
14,2118,1,0.5028
14,177,1,0.5127
14,1389,1,0.4913
14,1623,1,0.4948
14,2368,1,0.4969
14,2115,1,0.4988
14,1303,1,0.4988
14,2948,1,0.4993
14,2844,1,0.5038
14,736,1,0.4918
14,584,1,0.491
14,3397,1,0.4969
14,1331,1,0.5068
14,2629,1,0.1
14,1202,1,0.1
14,338,1,0.1
14,1950,1,0.1
14,476,1,0.1
15,1926,1,0.4977
15,2691,1,0.5347
15,991,1,0.5215
15,885,1,0.4927
15,697,1,0.5122
15,675,1,0.5375
15,135,1,0.5561
15,1767,1,0.5137
15,1410,1,0.5167
15,941,1,0.4927
15,1340,1,0.5512
15,830,1,0.5347
15,500,1,0.5097
15,1623,1,0.5167
15,1213,1,0.5162
15,1838,1,0.1
15,183,1,0.1
15,1086,1,0.1
15,1814,1,0.1
16,1617,1,0.5429
16,2704,1,0.5458
16,575,1,0.5418
16,2256,1,0.5418
16,2609,1,0.6043
16,384,1,0.5588
16,2246,1,0.5349
16,1192,1,0.5389
16,791,1,0.5389
16,169,1,0.5588
16,1313,1,0.5668
16,2250,1,0.5349
16,625,1,0.5468
16,2232,1,0.5328
16,2002,1,0.5458
16,1327,1,0.5328
16,75,1,0.5508
16,2282,1,0.1
16,251,1,0.1
16,1594,1,0.1
16,3369,1,0.1
16,2151,1,0.1
17,2943,1,0.5105
17,1038,1,0.5196
17,529,1,0.5145
17,763,1,0.5324
17,2513,1,0.5234
17,1111,1,0.5305
17,1247,1,0.5364
17,3367,1,0.5265
17,2833,1,0.518
17,2287,1,0.537
17,478,1,0.5225
17,708,1,0.5097
17,2189,1,0.5185
17,24,1,0.5195
17,345,1,0.5354
17,1592,1,0.5364
17,3116,1,0.1
17,1849,1,0.1
17,713,1,0.1
17,688,1,0.1
17,873,1,0.1
18,1166,1,0.5178
18,1416,1,0.5298
18,2304,1,0.5038
18,2922,1,0.5258
18,2955,1,0.4883
18,296,1,0.4843
18,1125,1,0.5118
18,2946,1,0.4883
18,669,1,0.4843
18,3032,1,0.5083
18,3108,1,0.5059
18,197,1,0.4843
18,2642,1,0.4923
18,2399,1,0.4859
18,2284,1,0.1
18,1633,1,0.1
18,2267,1,0.1
18,1340,1,0.1
19,3039,1,0.5065
19,2006,1,0.5075
19,2961,1,0.4997
19,451,1,0.5185
19,1336,1,0.5001
19,668,1,0.5006
19,69,1,0.5041
19,571,1,0.5056
19,810,1,0.4995
19,1654,1,0.5075
19,3045,1,0.5166
19,2038,1,0.5041
19,7,1,0.5161
19,354,1,0.5063
19,898,1,0.5005
19,435,1,0.1
19,2316,1,0.1
19,3208,1,0.1
19,416,1,0.1
20,897,1,0.4953
20,1826,1,0.5025
20,2802,1,0.5073
20,2337,1,0.5033
20,187,1,0.5108
20,3211,1,0.5045
20,1150,1,0.4993
20,1228,1,0.5025
20,2779,1,0.5025
20,413,1,0.5005
20,592,1,0.4985
20,851,1,0.5322
20,664,1,0.5204
20,789,1,0.4965
20,1286,1,0.4983
20,591,1,0.1
20,2544,1,0.1
20,2505,1,0.1
20,2801,1,0.1
21,395,1,0.5342
21,3056,1,0.5184
21,2910,1,0.5008
21,1299,1,0.5005
21,1364,1,0.5184
21,1097,1,0.5048
21,166,1,0.5213
21,1498,1,0.5343
21,918,1,0.5043
21,1458,1,0.5144
21,663,1,0.5213
21,1924,1,0.5184
21,2978,1,0.5378
21,2801,1,0.5008
21,1245,1,0.5213
21,2421,1,0.5128
21,1153,1,0.1
21,2024,1,0.1
21,2864,1,0.1
21,2818,1,0.1
21,404,1,0.1
22,840,1,0.5284
22,822,1,0.5228
22,74,1,0.4952
22,1090,1,0.5048
22,303,1,0.5157
22,2999,1,0.5244
22,1101,1,0.5067
22,1705,1,0.4987
22,2474,1,0.5327
22,1569,1,0.5275
22,654,1,0.4947
22,854,1,0.4996
22,1918,1,0.4968
22,749,1,0.5157
22,1996,1,0.1
22,3124,1,0.1
22,2127,1,0.1
22,1540,1,0.1
23,1521,1,0.5139
23,493,1,0.5333
23,2946,1,0.5459
23,2634,1,0.5258
23,2642,1,0.4999
23,1980,1,0.5183
23,812,1,0.5379
23,1045,1,0.5004
23,841,1,0.5464
23,851,1,0.5002
23,1115,1,0.5434
23,415,1,0.5178
23,236,1,0.1
23,1026,1,0.1
23,135,1,0.1
24,22,1,0.5546
24,2483,1,0.5209
24,1735,1,0.5452
24,719,1,0.5497
24,1211,1,0.5457
24,74,1,0.4952
24,1692,1,0.5426
24,2807,1,0.5417
24,547,1,0.4952
24,1372,1,0.5255
24,566,1,0.4952
24,641,1,0.5247
24,56,1,0.6539
24,2277,1,0.5506
24,289,1,0.4952
24,1749,1,0.5417
24,140,1,0.4952
24,736,1,0.1
24,1957,1,0.1
24,2418,1,0.1
24,2272,1,0.1
24,1443,1,0.1
25,2952,1,0.5173
25,1473,1,0.5114
25,2963,1,0.5112
25,30,1,0.5192
25,1391,1,0.5117
25,589,1,0.5082
25,1389,1,0.5117
25,2645,1,0.5234
25,1270,1,0.5173
25,1640,1,0.5362
25,1812,1,0.5157
25,2985,1,0.5333
25,459,1,0.5197
25,2165,1,0.5134
25,1987,1,0.5197
25,3230,1,0.5197
25,2663,1,0.1
25,925,1,0.1
25,2787,1,0.1
25,849,1,0.1
26,3406,1,0.4877
26,1036,1,0.4901
26,2757,1,0.4901
26,1271,1,0.5155
26,614,1,0.4837
26,789,1,0.4818
26,1831,1,0.4875
26,1309,1,0.4786
26,1550,1,0.4901
26,1559,1,0.5026
26,16,1,0.4957
26,50,1,0.4861
26,2115,1,0.4957
26,2599,1,0.4957
26,18,1,0.4955
26,2933,1,0.1
26,2919,1,0.1
26,2645,1,0.1
26,1133,1,0.1
27,2946,1,0.494
27,1849,1,0.4924
27,3376,1,0.5238
27,1918,1,0.5119
27,2321,1,0.5278
27,1346,1,0.5318
27,2221,1,0.4905
27,700,1,0.5239
27,2666,1,0.4964
27,2987,1,0.5091
27,1705,1,0.498
27,1471,1,0.5159
27,514,1,0.503
27,827,1,0.5365
27,647,1,0.5485
27,654,1,0.494
27,2726,1,0.1
27,1539,1,0.1
27,2310,1,0.1
27,2663,1,0.1
27,2444,1,0.1
28,3312,1,0.5143
28,2661,1,0.5139
28,3193,1,0.5289
28,885,1,0.4763
28,103,1,0.5317
28,168,1,0.5123
28,225,1,0.5163
28,2641,1,0.5138
28,615,1,0.5219
28,3244,1,0.4983
28,1698,1,0.5249
28,3305,1,0.4978
28,1125,1,0.4763
28,1009,1,0.5123
28,1049,1,0.5059
28,1652,1,0.5228
28,2167,1,0.4763
28,1101,1,0.4763
28,2842,1,0.5169
28,3150,1,0.1
28,989,1,0.1
28,235,1,0.1
28,3318,1,0.1
28,3303,1,0.1
29,1617,1,0.4951
29,2368,1,0.5046
29,1293,1,0.5262
29,2255,1,0.5382
29,983,1,0.4906
29,2566,1,0.5072
29,3229,1,0.5081
29,885,1,0.4906
29,1773,1,0.5142
29,1595,1,0.5161
29,1192,1,0.4911
29,2777,1,0.4996
29,2167,1,0.4906
29,1101,1,0.4906
29,3164,1,0.5036
29,600,1,0.4951
29,3307,1,0.5326
29,1205,1,0.5211
29,1799,1,0.5281
29,2827,1,0.1
29,2201,1,0.1
29,2629,1,0.1
29,3232,1,0.1
29,1959,1,0.1
30,1550,1,0.4992
30,2167,1,0.4891
30,690,1,0.5021
30,3328,1,0.5356
30,2391,1,0.4891
30,1959,1,0.527
30,2204,1,0.5061
30,2939,1,0.5485
30,1101,1,0.4891
30,915,1,0.5516
30,799,1,0.4952
30,1755,1,0.5367
30,983,1,0.4891
30,3341,1,0.4912
30,3028,1,0.5151
30,1836,1,0.4952
30,2480,1,0.5516
30,1266,1,0.4992
30,2447,1,0.4891
30,1759,1,0.5012
30,365,1,0.1
30,912,1,0.1
30,1461,1,0.1
30,917,1,0.1
30,3066,1,0.1
31,909,1,0.486
31,981,1,0.462
31,18,1,0.4915
31,239,1,0.4905
31,1023,1,0.4916
31,133,1,0.4775
31,1303,1,0.4916
31,3186,1,0.486
31,419,1,0.4985
31,2600,1,0.482
31,284,1,0.4995
31,2103,1,0.4657
31,706,1,0.4995
31,2325,1,0.4735
31,540,1,0.4945
31,2060,1,0.1
31,495,1,0.1
31,2802,1,0.1
31,1574,1,0.1
32,3098,1,0.5227
32,2395,1,0.5166
32,1453,1,0.5425
32,1127,1,0.5307
32,1263,1,0.5336
32,2686,1,0.5346
32,2421,1,0.5307
32,919,1,0.5296
32,103,1,0.5227
32,1988,1,0.5296
32,1375,1,0.5386
32,364,1,0.5051
32,3380,1,0.5206
32,3334,1,0.5347
32,1648,1,0.5466
32,1234,1,0.5267
32,643,1,0.5166
32,242,1,0.5171
32,1291,1,0.1
32,2612,1,0.1
32,238,1,0.1
32,19,1,0.1
32,1862,1,0.1
33,2003,1,0.4973
33,3271,1,0.4904
33,789,1,0.4845
33,154,1,0.4984
33,531,1,0.4904
33,1145,1,0.4848
33,850,1,0.4864
33,1266,1,0.4928
33,172,1,0.5062
33,1572,1,0.5053
33,1956,1,0.4904
33,792,1,0.4928
33,3406,1,0.4904
33,1765,1,0.4933
33,2757,1,0.4928
33,1966,1,0.1
33,1579,1,0.1
33,19,1,0.1
33,155,1,0.1
34,1938,1,0.5302
34,758,1,0.5243
34,3251,1,0.5481
34,1674,1,0.5262
34,2689,1,0.5203
34,372,1,0.5203
34,2627,1,0.526
34,575,1,0.5222
34,862,1,0.522
34,800,1,0.5203
34,972,1,0.534
34,3103,1,0.523
34,3228,1,0.526
34,956,1,0.5302
34,3245,1,0.5305
34,2057,1,0.5401
34,260,1,0.5401
34,1996,1,0.5222
34,2073,1,0.1
34,2423,1,0.1
34,1261,1,0.1
34,687,1,0.1
34,268,1,0.1
35,921,1,0.5314
35,776,1,0.5164
35,1486,1,0.5256
35,377,1,0.5244
35,3235,1,0.5204
35,2664,1,0.5196
35,1300,1,0.5314
35,1105,1,0.5276
35,446,1,0.5364
35,250,1,0.5354
35,2672,1,0.5335
35,2063,1,0.5176
35,3083,1,0.1
35,774,1,0.1
35,678,1,0.1
36,284,1,0.5382
36,1129,1,0.5169
36,1027,1,0.4709
36,289,1,0.4709
36,1143,1,0.5222
36,1952,1,0.5174
36,779,1,0.4709
36,2302,1,0.5462
36,2192,1,0.4919
36,3036,1,0.5049
36,381,1,0.5174
36,887,1,0.5263
36,2249,1,0.5124
36,1240,1,0.4709
36,1838,1,0.5105
36,1911,1,0.5169
36,3175,1,0.1
36,2203,1,0.1
36,2567,1,0.1
36,199,1,0.1
36,2447,1,0.1
37,316,1,0.5034
37,2987,1,0.5285
37,3038,1,0.5035
37,2555,1,0.5651
37,1039,1,0.5484
37,2070,1,0.5034
37,1486,1,0.5107
37,1687,1,0.5074
37,1079,1,0.5111
37,1085,1,0.5036
37,1421,1,0.5175
37,2965,1,0.5235
37,1950,1,0.1
37,2883,1,0.1
37,628,1,0.1
38,2804,1,0.5198
38,1773,1,0.5213
38,684,1,0.5237
38,1592,1,0.5612
38,2415,1,0.5483
38,3321,1,0.5363
38,45,1,0.5038
38,3334,1,0.5563
38,368,1,0.5317
38,1269,1,0.5483
38,1684,1,0.5532
38,2572,1,0.5038
38,1111,1,0.5148
38,95,1,0.5253
38,2956,1,0.1
38,2540,1,0.1
38,485,1,0.1
38,1162,1,0.1
39,3374,1,0.5162
39,2459,1,0.5058
39,1634,1,0.5117
39,3281,1,0.4978
39,1993,1,0.4919
39,460,1,0.5098
39,3379,1,0.5047
39,364,1,0.4957
39,2782,1,0.5081
39,1239,1,0.4917
39,2159,1,0.5002
39,2272,1,0.5157
39,658,1,0.1
39,161,1,0.1
39,2251,1,0.1
39,2038,1,0.1
40,983,1,0.5031
40,1810,1,0.512
40,2707,1,0.5206
40,398,1,0.5254
40,520,1,0.5444
40,1125,1,0.5031
40,2006,1,0.5034
40,1705,1,0.5374
40,3119,1,0.5364
40,2793,1,0.5109
40,2430,1,0.4994
40,2248,1,0.529
40,59,1,0.504
40,2806,1,0.5191
40,2103,1,0.1
40,308,1,0.1
40,2976,1,0.1
40,416,1,0.1
41,773,1,0.5038
41,3262,1,0.5293
41,1455,1,0.5125
41,435,1,0.5253
41,1586,1,0.5254
41,1442,1,0.4955
41,648,1,0.575
41,1325,1,0.546
41,654,1,0.5409
41,1705,1,0.4995
41,884,1,0.4958
41,2719,1,0.5214
41,1446,1,0.5214
41,954,1,0.5125
41,2626,1,0.4998
41,389,1,0.1
41,3119,1,0.1
41,187,1,0.1
41,39,1,0.1
42,1678,1,0.5295
42,196,1,0.5301
42,2454,1,0.551
42,2429,1,0.5351
42,3210,1,0.5351
42,3383,1,0.5341
42,1921,1,0.5311
42,2604,1,0.543
42,2142,1,0.5629
42,848,1,0.5271
42,380,1,0.529
42,988,1,0.5311
42,2810,1,0.5947
42,1645,1,0.1
42,1643,1,0.1
42,1874,1,0.1
42,1117,1,0.1
43,1145,1,0.4899
43,2680,1,0.4934
43,987,1,0.4979
43,567,1,0.4939
43,3122,1,0.4899
43,1387,1,0.5024
43,149,1,0.5104
43,2676,1,0.5104
43,2945,1,0.4939
43,2456,1,0.5232
43,3317,1,0.4934
43,32,1,0.4915
43,163,1,0.4899
43,2396,1,0.4955
43,2088,1,0.4979
43,1767,1,0.4979
43,746,1,0.1
43,2514,1,0.1
43,1562,1,0.1
43,3206,1,0.1
43,1475,1,0.1
44,3288,1,0.5559
44,276,1,0.5351
44,2808,1,0.5145
44,1857,1,0.514
44,2619,1,0.5361
44,2468,1,0.5185
44,2056,1,0.518
44,1779,1,0.51
44,1800,1,0.548
44,1603,1,0.51
44,1809,1,0.5241
44,2438,1,0.5321
44,550,1,0.5559
44,2791,1,0.5225
44,799,1,0.5225
44,835,1,0.5281
44,1765,1,0.5271
44,308,1,0.522
44,3346,1,0.5106
44,2758,1,0.1
44,1390,1,0.1
44,2138,1,0.1
44,2154,1,0.1
44,2836,1,0.1
45,76,1,0.5461
45,2811,1,0.5022
45,1880,1,0.5292
45,288,1,0.4997
45,75,1,0.5046
45,3228,1,0.5046
45,849,1,0.5412
45,3203,1,0.5036
45,381,1,0.4956
45,95,1,0.5212
45,2273,1,0.5205
45,2985,1,0.5827
45,1548,1,0.5997
45,1756,1,0.5165
45,739,1,0.558
45,455,1,0.5252
45,848,1,0.4956
45,169,1,0.5126
45,1976,1,0.5046
45,311,1,0.1
45,3094,1,0.1
45,2027,1,0.1
45,1323,1,0.1
45,996,1,0.1
46,539,1,0.5118
46,915,1,0.5515
46,547,1,0.5137
46,2877,1,0.5435
46,2328,1,0.4886
46,2930,1,0.4977
46,1527,1,0.5242
46,885,1,0.4886
46,1101,1,0.4886
46,2873,1,0.5511
46,3028,1,0.5227
46,1432,1,0.4942
46,2462,1,0.5062
46,941,1,0.4886
46,2213,1,0.4937
46,337,1,0.5147
46,1840,1,0.1
46,1301,1,0.1
46,487,1,0.1
46,2046,1,0.1
47,3185,1,0.5565
47,2797,1,0.5516
47,1318,1,0.5293
47,3099,1,0.5287
47,66,1,0.5525
47,261,1,0.5644
47,2710,1,0.5525
47,2885,1,0.5311
47,327,1,0.5333
47,3057,1,0.5311
47,2390,1,0.5306
47,378,1,0.5333
47,2606,1,0.5431
47,1240,1,0.5374
47,2118,1,0.5175
47,28,1,0.5485
47,1588,1,0.5254
47,1487,1,0.5276
47,533,1,0.5311
47,1618,1,0.5253
47,2470,1,0.1
47,1948,1,0.1
47,2952,1,0.1
47,2705,1,0.1
47,1497,1,0.1
48,930,1,0.5358
48,96,1,0.5397
48,1215,1,0.5238
48,1468,1,0.5814
48,149,1,0.5318
48,187,1,0.5318
48,1500,1,0.5024
48,3161,1,0.5198
48,2596,1,0.5104
48,1390,1,0.5348
48,1229,1,0.5229
48,606,1,0.5229
48,3357,1,0.4999
48,88,1,0.5596
48,468,1,0.5636
48,1923,1,0.5437
48,270,1,0.5237
48,581,1,0.1
48,3383,1,0.1
48,2951,1,0.1
48,3056,1,0.1
48,2970,1,0.1
49,1376,1,0.5449
49,260,1,0.537
49,2619,1,0.5236
49,2988,1,0.5196
49,1229,1,0.5196
49,2147,1,0.5605
49,2803,1,0.533
49,1214,1,0.5196
49,2873,1,0.5254
49,538,1,0.5211
49,1915,1,0.5361
49,3182,1,0.5201
49,2503,1,0.5281
49,1502,1,0.5618
49,1027,1,0.523
49,276,1,0.5211
49,1881,1,0.1
49,2709,1,0.1
49,2423,1,0.1
49,2074,1,0.1
49,554,1,0.1
50,1820,1,0.5371
50,426,1,0.5331
50,2945,1,0.4984
50,2512,1,0.4984
50,16,1,0.507
50,3386,1,0.5115
50,1881,1,0.5095
50,567,1,0.4984
50,712,1,0.5291
50,352,1,0.4986
50,941,1,0.495
50,584,1,0.4984
50,2585,1,0.5331
50,1125,1,0.495
50,1296,1,0.5165
50,258,1,0.5211
50,1101,1,0.495
50,1586,1,0.1
50,1725,1,0.1
50,2507,1,0.1
50,2851,1,0.1
50,3138,1,0.1
51,468,1,0.5431
51,3252,1,0.5402
51,1452,1,0.5431
51,953,1,0.5431
51,2491,1,0.54
51,1386,1,0.5522
51,482,1,0.5356
51,3334,1,0.5402
51,1578,1,0.5391
51,739,1,0.5391
51,2133,1,0.5322
51,2719,1,0.5322
51,604,1,0.5471
51,1152,1,0.5599
51,862,1,0.1
51,2567,1,0.1
51,2938,1,0.1
51,1196,1,0.1
52,103,1,0.495
52,3185,1,0.5076
52,2967,1,0.5036
52,1442,1,0.4899
52,2955,1,0.4899
52,2754,1,0.4952
52,393,1,0.5096
52,296,1,0.4859
52,1664,1,0.4912
52,1992,1,0.4956
52,654,1,0.4899
52,3326,1,0.4952
52,705,1,0.4869
52,526,1,0.5016
52,2942,1,0.492
52,126,1,0.495
52,1906,1,0.496
52,983,1,0.504
52,2251,1,0.492
52,2233,1,0.5496
52,2153,1,0.1
52,440,1,0.1
52,104,1,0.1
52,1569,1,0.1
52,600,1,0.1
53,577,1,0.5364
53,1344,1,0.6029
53,1943,1,0.5614
53,763,1,0.5572
53,1149,1,0.5619
53,1879,1,0.5572
53,3375,1,0.5404
53,1616,1,0.5911
53,1634,1,0.5364
53,559,1,0.5533
53,1158,1,0.5493
53,1354,1,0.5404
53,838,1,0.1
53,3097,1,0.1
53,2227,1,0.1
54,2642,1,0.4984
54,2946,1,0.4944
54,229,1,0.5244
54,296,1,0.4904
54,2681,1,0.4944
54,464,1,0.5069
54,451,1,0.4904
54,654,1,0.4944
54,197,1,0.4904
54,941,1,0.5064
54,1626,1,0.4944
54,1442,1,0.4944
54,3283,1,0.1
54,2862,1,0.1
54,1185,1,0.1
55,1593,1,0.5225
55,2332,1,0.5075
55,735,1,0.4947
55,2621,1,0.5067
55,404,1,0.5087
55,2955,1,0.485
55,52,1,0.5519
55,2510,1,0.5115
55,1605,1,0.5147
55,2841,1,0.5107
55,2822,1,0.5067
55,3356,1,0.4967
55,1037,1,0.5065
55,537,1,0.5144
55,2212,1,0.5185
55,904,1,0.4967
55,2392,1,0.5087
55,377,1,0.5075
55,3121,1,0.5067
55,1397,1,0.5147
55,3110,1,0.1
55,2423,1,0.1
55,2249,1,0.1
55,3042,1,0.1
55,2484,1,0.1
56,797,1,0.4954
56,3271,1,0.4958
56,2021,1,0.5083
56,1565,1,0.5032
56,116,1,0.4994
56,2676,1,0.5093
56,531,1,0.4958
56,2588,1,0.5133
56,2383,1,0.4958
56,2189,1,0.4973
56,3082,1,0.4992
56,2152,1,0.5123
56,1623,1,0.4998
56,1235,1,0.5367
56,1761,1,0.1
56,1146,1,0.1
56,2288,1,0.1
56,1085,1,0.1
57,345,1,0.5504
57,3354,1,0.5296
57,1247,1,0.5422
57,619,1,0.5841
57,2513,1,0.5384
57,1586,1,0.5303
57,2287,1,0.5559
57,821,1,0.5711
57,39,1,0.5266
57,529,1,0.5265
57,1449,1,0.5226
57,1285,1,0.5336
57,1665,1,0.5296
57,2533,1,0.1
57,2723,1,0.1
57,1238,1,0.1
57,2019,1,0.1
58,2642,1,0.492
58,908,1,0.4999
58,1970,1,0.5215
58,3074,1,0.5005
58,1390,1,0.4921
58,1125,1,0.5049
58,1521,1,0.5079
58,1414,1,0.5045
58,2328,1,0.529
58,435,1,0.4965
58,1923,1,0.4959
58,1424,1,0.5177
58,2906,1,0.506
58,1578,1,0.5045
58,2252,1,0.4982
58,2896,1,0.506
58,1094,1,0.4959
58,2362,1,0.4959
58,2070,1,0.5145
58,874,1,0.1
58,2733,1,0.1
58,1363,1,0.1
58,1360,1,0.1
58,1484,1,0.1
59,2367,1,0.4964
59,785,1,0.4768
59,428,1,0.4768
59,59,1,0.4768
59,33,1,0.4768
59,68,1,0.4768
59,446,1,0.4768
59,377,1,0.5103
59,1833,1,0.5028
59,3215,1,0.4865
59,27,1,0.4768
59,2561,1,0.4948
59,107,1,0.4768
59,1841,1,0.5073
59,230,1,0.4903
59,1572,1,0.1
59,3276,1,0.1
59,473,1,0.1
59,1590,1,0.1
60,2777,1,0.5309
60,2029,1,0.5269
60,1957,1,0.5383
60,3145,1,0.5682
60,1753,1,0.5309
60,262,1,0.5265
60,3386,1,0.5364
60,799,1,0.5265
60,1392,1,0.5269
60,586,1,0.5313
60,695,1,0.5309
60,3288,1,0.5474
60,3152,1,0.5265
60,788,1,0.5389
60,2619,1,0.5383
60,2113,1,0.1
60,338,1,0.1
60,394,1,0.1
60,687,1,0.1
61,2946,1,0.4794
61,519,1,0.5423
61,2986,1,0.5213
61,1907,1,0.5088
61,2861,1,0.4809
61,234,1,0.4883
61,634,1,0.5005
61,2642,1,0.4834
61,1353,1,0.4888
61,456,1,0.5213
61,654,1,0.5178
61,2942,1,0.5043
61,2731,1,0.5005
61,2323,1,0.4878
